id,year,week,startdate,enddate,positive_rate
201625,2016,25,2016/6/20,2016/6/26,0.0077
201626,2016,26,2016/6/27,2016/7/3,0
201627,2016,27,2016/7/4,2016/7/10,0.00711
201628,2016,28,2016/7/11,2016/7/17,0.014211886
201629,2016,29,2016/7/18,2016/7/24,0.00771
201630,2016,30,2016/7/25,2016/7/31,0.00120048
201631,2016,31,2016/8/1,2016/8/7,0.0006
201632,2016,32,2016/8/8,2016/8/14,0
201633,2016,33,2016/8/15,2016/8/21,0.00308
201634,2016,34,2016/8/22,2016/8/28,0.006163328
201635,2016,35,2016/8/29,2016/9/4,0.010914562
201636,2016,36,2016/9/5,2016/9/11,0.015665796
201637,2016,37,2016/9/12,2016/9/18,0.01315913
201638,2016,38,2016/9/19,2016/9/25,0.010652463
201639,2016,39,2016/9/26,2016/10/2,0.0082
201640,2016,40,2016/10/3,2016/10/9,0.005755396
201641,2016,41,2016/10/10,2016/10/16,0.006772009
201642,2016,42,2016/10/17,2016/10/23,0.007220217
201643,2016,43,2016/10/24,2016/10/30,0.009451796
201644,2016,44,2016/10/31,2016/11/6,0.006382979
201645,2016,45,2016/11/7,2016/11/13,0.029787234
201646,2016,46,2016/11/14,2016/11/20,0.016168149
201647,2016,47,2016/11/21,2016/11/27,0.026407227
201648,2016,48,2016/11/28,2016/12/4,0.047489824
201649,2016,49,2016/12/5,2016/12/11,0.093514329
201650,2016,50,2016/12/12,2016/12/18,0.106589147
201651,2016,51,2016/12/19,2016/12/25,0.187935035
201652,2016,52,2016/12/26,2017/1/1,0.254246886
201701,2017,1,2017/1/2,2017/1/8,0.273737842
201702,2017,2,2017/1/9,2017/1/15,0.265306122
201703,2017,3,2017/1/16,2017/1/22,0.244984161
201704,2017,4,2017/1/23,2017/1/29,0.2555
201705,2017,5,2017/1/30,2017/2/5,0.230656934
201706,2017,6,2017/2/6,2017/2/12,0.201052016
201707,2017,7,2017/2/13,2017/2/19,0.208178439
201708,2017,8,2017/2/20,2017/2/26,0.164179104
201709,2017,9,2017/2/27,2017/3/5,0.101858736
201710,2017,10,2017/3/6,2017/3/12,0.072831424
201711,2017,11,2017/3/13,2017/3/19,0.050756901
201712,2017,12,2017/3/20,2017/3/26,0.03003337
201713,2017,13,2017/3/27,2017/4/2,0.031201248
201714,2017,14,2017/4/3,2017/4/9,0.034686347
201715,2017,15,2017/4/10,2017/4/16,0.016042781
201716,2017,16,2017/4/17,2017/4/23,0.042654028
201717,2017,17,2017/4/24,2017/4/30,0.039358601
201718,2017,18,2017/5/1,2017/5/7,0.028678304
201719,2017,19,2017/5/8,2017/5/14,0.029816514
201720,2017,20,2017/5/15,2017/5/21,0.027748132
201721,2017,21,2017/5/22,2017/5/28,0.035548207
201722,2017,22,2017/5/29,2017/6/4,0.043348281
201723,2017,23,2017/6/5,2017/6/11,0.031582677
201724,2017,24,2017/6/12,2017/6/18,0.019817073
201725,2017,25,2017/6/19,2017/6/25,0.016435952
201726,2017,26,2017/6/26,2017/7/2,0.01305483
201727,2017,27,2017/7/3,2017/7/9,0.012230837
201728,2017,28,2017/7/10,2017/7/16,0.011406844
201729,2017,29,2017/7/17,2017/7/23,0.0092
201730,2017,30,2017/7/24,2017/7/30,0.00698324
201731,2017,31,2017/7/31,2017/8/6,0.010271281
201732,2017,32,2017/8/7,2017/8/13,0.013559322
201733,2017,33,2017/8/14,2017/8/20,0.010435968
201734,2017,34,2017/8/21,2017/8/27,0.007312614
201735,2017,35,2017/8/28,2017/9/3,0.016332363
201736,2017,36,2017/9/4,2017/9/10,0.025352113
201737,2017,37,2017/9/11,2017/9/17,0.022838658
201738,2017,38,2017/9/18,2017/9/24,0.020325203
201739,2017,39,2017/9/25,2017/10/1,0.020662602
201740,2017,40,2017/10/2,2017/10/8,0.021
201741,2017,41,2017/10/9,2017/10/15,0.019
201742,2017,42,2017/10/16,2017/10/22,0.022
201743,2017,43,2017/10/23,2017/10/29,0.016
201744,2017,44,2017/10/30,2017/11/5,0.012
201745,2017,45,2017/11/6,2017/11/12,0.014
201746,2017,46,2017/11/13,2017/11/19,0.021
201747,2017,47,2017/11/20,2017/11/26,0.041
201748,2017,48,2017/11/27,2017/12/3,0.035
201749,2017,49,2017/12/4,2017/12/10,0.086
201750,2017,50,2017/12/11,2017/12/17,0.112
201751,2017,51,2017/12/18,2017/12/24,0.223
201752,2017,52,2017/12/25,2017/12/31,0.291
201801,2018,1,2018/1/1,2018/1/7,0.284
201802,2018,2,2018/1/8,2018/1/14,0.283
201803,2018,3,2018/1/15,2018/1/21,0.269
201804,2018,4,2018/1/22,2018/1/28,0.276
201805,2018,5,2018/1/29,2018/2/4,0.26
201806,2018,6,2018/2/5,2018/2/11,0.253
201807,2018,7,2018/2/12,2018/2/18,0.293
201808,2018,8,2018/2/19,2018/2/25,0.291
201809,2018,9,2018/2/26,2018/3/4,0.265
201810,2018,10,2018/3/5,2018/3/11,0.253
201811,2018,11,2018/3/12,2018/3/18,0.216
201812,2018,12,2018/3/19,2018/3/25,0.175
201813,2018,13,2018/3/26,2018/4/1,0.191
201814,2018,14,2018/4/2,2018/4/8,0.166
201815,2018,15,2018/4/9,2018/4/15,0.105
201816,2018,16,2018/4/16,2018/4/22,0.057
201817,2018,17,2018/4/23,2018/4/29,0.032
201818,2018,18,2018/4/30,2018/5/6,0.024
201819,2018,19,2018/5/7,2018/5/13,0.015
201820,2018,20,2018/5/14,2018/5/20,0.014
201821,2018,21,2018/5/21,2018/5/27,0.0093
201822,2018,22,2018/5/28,2018/6/3,0.004602992
201823,2018,23,2018/6/4,2018/6/10,0.00671
201824,2018,24,2018/6/11,2018/6/17,0.008810573
201825,2018,25,2018/6/18,2018/6/24,0.00801
201826,2018,26,2018/6/25,2018/7/1,0.007211538
201827,2018,27,2018/7/2,2018/7/8,0.00555
201828,2018,28,2018/7/9,2018/7/15,0.003880983
201829,2018,29,2018/7/16,2018/7/22,0.00416
201830,2018,30,2018/7/23,2018/7/29,0.004431315
201831,2018,31,2018/7/30,2018/8/5,0.00572
201832,2018,32,2018/8/6,2018/8/12,0.007017544
201833,2018,33,2018/8/13,2018/8/19,0.00525
201834,2018,34,2018/8/20,2018/8/26,0.003484321
201835,2018,35,2018/8/27,2018/9/2,0.016224919
201836,2018,36,2018/9/3,2018/9/9,0.028965517
201837,2018,37,2018/9/10,2018/9/16,0.017664095
201838,2018,38,2018/9/17,2018/9/23,0.006362672
201839,2018,39,2018/9/24,2018/9/30,0.00653
201840,2018,40,2018/10/1,2018/10/7,0.0067
201841,2018,41,2018/10/8,2018/10/14,0.008
201842,2018,42,2018/10/15,2018/10/21,0.0054
201843,2018,43,2018/10/22,2018/10/28,0.0088
201844,2018,44,2018/10/29,2018/11/4,0.0174
201845,2018,45,2018/11/5,2018/11/11,0.0249
201846,2018,46,2018/11/12,2018/11/18,0.0249
201847,2018,47,2018/11/19,2018/11/25,0.0328
201848,2018,48,2018/11/26,2018/12/2,0.037
201849,2018,49,2018/12/3,2018/12/9,0.0546
201850,2018,50,2018/12/10,2018/12/16,0.0668
201851,2018,51,2018/12/17,2018/12/23,0.1242
201852,2018,52,2018/12/24,2018/12/30,0.1739
201901,2019,1,2018/12/31,2019/1/6,0.1637
201902,2019,2,2019/1/7,2019/1/13,0.2135
201903,2019,3,2019/1/14,2019/1/20,0.213
201904,2019,4,2019/1/21,2019/1/27,0.2375
201905,2019,5,2019/1/28,2019/2/3,0.257
201906,2019,6,2019/2/4,2019/2/10,0.2858
201907,2019,7,2019/2/11,2019/2/17,0.278
201908,2019,8,2019/2/18,2019/2/24,0.222
201909,2019,9,2019/2/25,2019/3/3,0.16
201910,2019,10,2019/3/4,2019/3/10,0.117
201911,2019,11,2019/3/11,2019/3/17,0.123
201912,2019,12,2019/3/18,2019/3/24,0.107
201913,2019,13,2019/3/25,2019/3/31,0.094
201914,2019,14,2019/4/1,2019/4/7,0.073
201915,2019,15,2019/4/8,2019/4/14,0.072
201916,2019,16,2019/4/15,2019/4/21,0.064
201917,2019,17,2019/4/22,2019/4/28,0.055
201918,2019,18,2019/4/29,2019/5/5,0.038
201919,2019,19,2019/5/6,2019/5/12,0.035
201920,2019,20,2019/5/13,2019/5/19,0.026
201921,2019,21,2019/5/20,2019/5/26,0.018988024
201922,2019,22,2019/5/27,2019/6/2,0.011976048
201923,2019,23,2019/6/3,2019/6/9,0.014197563
201924,2019,24,2019/6/10,2019/6/16,0.016419077
201925,2019,25,2019/6/17,2019/6/23,0.013344926
201926,2019,26,2019/6/24,2019/6/30,0.010270775
201927,2019,27,2019/7/1,2019/7/7,0.011875
201928,2019,28,2019/7/8,2019/7/14,0.01010101
201929,2019,29,2019/7/15,2019/7/21,0.011568123
201930,2019,30,2019/7/22,2019/7/28,0.010301692
201931,2019,31,2019/7/29,2019/8/4,0.008339651
201932,2019,32,2019/8/5,2019/8/11,0.011049724
201933,2019,33,2019/8/12,2019/8/18,0.01937046
201934,2019,34,2019/8/19,2019/8/25,0.027318476
201935,2019,35,2019/8/26,2019/9/1,0.021978022
201936,2019,36,2019/9/2,2019/9/8,0.017037037
201937,2019,37,2019/9/9,2019/9/15,0.012911556
201938,2019,38,2019/9/16,2019/9/22,0.012387387
201939,2019,39,2019/9/23,2019/9/29,0.019659936
201940,2019,40,2019/9/30,2019/10/6,0.012036108
201941,2019,41,2019/10/7,2019/10/13,0.025618375
201942,2019,42,2019/10/14,2019/10/20,0.02502157
201943,2019,43,2019/10/21,2019/10/27,0.028857253
201944,2019,44,2019/10/28,2019/11/3,0.037310532
201945,2019,45,2019/11/4,2019/11/10,0.034303949
201946,2019,46,2019/11/11,2019/11/17,0.070254111
201947,2019,47,2019/11/18,2019/11/24,0.146283784
201948,2019,48,2019/11/25,2019/12/1,0.165976331
201949,2019,49,2019/12/2,2019/12/8,0.203215604
201950,2019,50,2019/12/9,2019/12/15,0.211208893
201951,2019,51,2019/12/16,2019/12/22,0.217694994
201952,2019,52,2019/12/23,2019/12/29,0.246837305
202001,2020,1,2019/12/30,2020/1/5,0.183081424
202002,2020,2,2020/1/6,2020/1/12,0.120856556
202003,2020,3,2020/1/13,2020/1/19,0.090025207
202004,2020,4,2020/1/20,2020/1/26,0.065945215
202005,2020,5,2020/1/27,2020/2/2,0.063291139
202006,2020,6,2020/2/3,2020/2/9,0.050048749
202007,2020,7,2020/2/10,2020/2/16,0.056563501
202008,2020,8,2020/2/17,2020/2/23,0.051380861
202009,2020,9,2020/2/24,2020/3/1,0.041160162
202010,2020,10,2020/3/2,2020/3/8,0.042249936
202011,2020,11,2020/3/9,2020/3/15,0.026261489
202012,2020,12,2020/3/16,2020/3/22,0.017272186
202013,2020,13,2020/3/23,2020/3/29,0.010348071
202014,2020,14,2020/3/30,2020/4/5,0.015352197
202015,2020,15,2020/4/6,2020/4/12,0.01826678
202016,2020,16,2020/4/13,2020/4/19,0.026645768
202017,2020,17,2020/4/20,2020/4/26,0.02812687
202018,2020,18,2020/4/27,2020/5/3,0.069291339
202019,2020,19,2020/5/4,2020/5/10,0.086146682
202020,2020,20,2020/5/11,2020/5/17,0.104046243
202021,2020,21,2020/5/18,2020/5/24,0.045602606
202022,2020,22,2020/5/25,2020/5/31,0.013559322
202023,2020,23,2020/6/1,2020/6/7,0.001062699
202024,2020,24,2020/6/8,2020/6/14,0
202025,2020,25,2020/6/15,2020/6/21,0.001273885
202026,2020,26,2020/6/22,2020/6/28,0
202027,2020,27,2020/6/29,2020/7/5,0
202028,2020,28,2020/7/6,2020/7/12,0
202029,2020,29,2020/7/13,2020/7/19,0
202030,2020,30,2020/7/20,2020/7/26,0.00128866
202031,2020,31,2020/7/27,2020/8/2,0
202032,2020,32,2020/8/3,2020/8/9,0
202033,2020,33,2020/8/10,2020/8/16,0
202034,2020,34,2020/8/17,2020/8/23,0
202035,2020,35,2020/8/24,2020/8/30,0
202036,2020,36,2020/8/31,2020/9/6,0
202037,2020,37,2020/9/7,2020/9/13,0
202038,2020,38,2020/9/14,2020/9/20,0.002339181
202039,2020,39,2020/9/21,2020/9/27,0.000790514
202040,2020,40,2020/9/28,2020/10/4,0
